Variant ID,Previous Status,Current Status,Status Changed,Reason,Error Code,Source File,Source Sheet,Source Row
RET- 7 Aug-R5-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,5
RET- 7 Aug-R5-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,5
RET- 7 Aug-R6-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,6
RET- 7 Aug-R6-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,6
RET- 7 Aug-R6-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,6
RET- 7 Aug-R6-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,6
RET- 7 Aug-R7-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,7
RET- 7 Aug-R8-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,8
RET- 7 Aug-R9-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,9
RET- 7 Aug-R10-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,10
RET- 7 Aug-R11-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,11
RET- 7 Aug-R12-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,12
RET- 7 Aug-R12-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,12
RET- 7 Aug-R13-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,13
RET- 7 Aug-R13-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,13
RET- 7 Aug-R14-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,14
RET- 7 Aug-R15-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,15
RET- 7 Aug-R16-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,16
RET- 7 Aug-R17-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,17
RET- 7 Aug-R18-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,18
RET- 7 Aug-R19-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,19
RET- 7 Aug-R20-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,20
RET- 7 Aug-R21-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,21
RET- 7 Aug-R22-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,22
RET- 7 Aug-R23-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,23
RET- 7 Aug-R24-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,24
RET- 7 Aug-R25-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,25
RET- 7 Aug-R26-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,26
RET- 7 Aug-R27-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,27
RET- 7 Aug-R28-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,28
RET- 7 Aug-R29-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,29
RET- 7 Aug-R29-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,29
RET- 7 Aug-R30-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,30
RET- 7 Aug-R30-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,30
RET- 7 Aug-R31-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,31
RET- 7 Aug-R31-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,31
RET- 7 Aug-R32-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,32
RET- 7 Aug-R32-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,32
RET- 7 Aug-R33-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,33
RET- 7 Aug-R33-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,33
RET- 7 Aug-R34-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,34
RET- 7 Aug-R34-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,34
RET- 7 Aug-R35-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,35
RET- 7 Aug-R35-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,35
RET- 7 Aug-R36-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,36
RET- 7 Aug-R37-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,37
RET- 7 Aug-R37-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,37
RET- 7 Aug-R37-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,37
RET- 7 Aug-R38-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,38
RET- 7 Aug-R39-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,39
RET- 7 Aug-R40-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,40
RET- 7 Aug-R40-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,40
RET- 7 Aug-R41-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,41
RET- 7 Aug-R42-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,42
RET- 7 Aug-R43-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,43
RET- 3 -6 -R4-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,4
RET- 3 -6 -R4-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,4
RET- 3 -6 -R5-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,5
RET- 3 -6 -R5-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,5
RET- 3 -6 -R5-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,5
RET- 3 -6 -R6-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,6
RET- 3 -6 -R6-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,6
RET- 3 -6 -R6-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,6
RET- 3 -6 -R7-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,7
RET- 3 -6 -R8-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,8
RET- 3 -6 -R9-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,9
RET- 3 -6 -R10-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,10
RET- 3 -6 -R11-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,11
RET- 3 -6 -R12-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,12
RET- 3 -6 -R12-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,12
RET- 3 -6 -R13-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,13
RET- 3 -6 -R13-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,13
RET- 3 -6 -R14-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,14
RET- 3 -6 -R15-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,15
RET- 3 -6 -R16-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,16
RET- 3 -6 -R17-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,17
RET- 3 -6 -R18-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,18
RET- 3 -6 -R19-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,19
RET- 3 -6 -R20-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,20
RET- 3 -6 -R21-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,21
RET- 3 -6 -R22-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,22
RET- 3 -6 -R23-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,MISSING_NET_PRICE,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,23
RET- 3 -6 -R24-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,24
RET- 3 -6 -R25-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,25
RET- 3 -6 -R26-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,26
RET- 3 -6 -R27-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,27
RET- 3 -6 -R28-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,28
RET- 3 -6 -R29-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,29
RET- 3 -6 -R29-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,29
RET- 3 -6 -R30-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,30
RET- 3 -6 -R30-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,30
RET- 3 -6 -R31-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,31
RET- 3 -6 -R31-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,31
RET- 3 -6 -R32-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,32
RET- 3 -6 -R32-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,32
RET- 3 -6 -R33-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,33
RET- 3 -6 -R33-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,33
RET- 3 -6 -R34-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,34
RET- 3 -6 -R34-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,34
RET- 3 -6 -R35-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,35
RET- 3 -6 -R35-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,35
RET- 3 -6 -R36-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,36
RET- 3 -6 -R37-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,37
RET- 3 -6 -R37-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,37
RET- 3 -6 -R38-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,38
RET- 3 -6 -R39-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,39
RET- 3 -6 -R40-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,40
RET- 3 -6 -R40-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,40
RET- 3 -6 -R41-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,41
RET- 3 -6 -R42-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,42
RET- 3 -6 -R43-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 3 -6 Aug ,43
TAB-R4-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,4
TAB-R4-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,4
TAB-R5-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,5
TAB-R5-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,5
TAB-R6-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,6
TAB-R6-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,6
TAB-R7-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,7
TAB-R8-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,8
TAB-R9-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,9
TAB-R9-ADDON-KEYBOARD,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,9
TAB-R10-STANDARD_PAYMENT,WARNING,WARNING,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Pro Tablet Acc samsung 3Aug2026.xlsx,โปร และ เงื่อนไขการตัดขาย,10
